respondent_id,survey_date,session_source,role,region,city,institution_type,institution_tier,delivery_mode,discipline,program_level,year_of_study,age,ai_literacy_1to5,digital_comfort_1to5,internet_quality_1to5,ai_use_days_per_week,time_saved_hours_per_week,primary_ai_tool,other_tools_used,top_ai_use_cases,assessment_context_most_impacted,institution_policy_awareness,institution_ai_stance,cites_ai_sources_rate_0to1,verifies_ai_outputs_rate_0to1,perceived_learning_benefit_1to5,perceived_cheating_risk_1to5,perceived_dependency_risk_1to5,trust_in_ai_outputs_1to5,fairness_equity_concern_1to5,plagiarism_or_misuse_flag,student_grade_change_pct,student_stress_change_index,student_critical_thinking_change_index,staff_reported_ai_misuse_cases_last_term,ai_training_hours_last_6_months,ai_adoption_category
R100783,2025-01-28,Panel Discussion Survey,Student,India,Delhi,Community College,Tier 2,Online,Arts/Humanities,Undergraduate,3,23,2,2,4,4,2.6,Gemini,ChatGPT; Notion AI,Note-making,In-class test,Trained on it,Allowed (limited),0.34,0.34,3,3,3,2,4,0,-3.6,-5.9,-1.4,,1.8,Medium
R100784,2025-01-10,Panel Discussion Survey,Admin,India,Pune,K-12 School,Tier 2,Online,Education,Staff,,45,4,2,4,5,7.5,Claude,Gemini,Presentation creation; Assignment writing,In-class test,Heard of it,Allowed with citation,0.32,0.42,3,5,3,4,4,1,,,,5.0,0.0,High
R100785,2025-10-07,Panel Discussion Survey,Student,USA,Seattle,Private University,Tier 1,Hybrid,Business,Undergraduate,3,19,1,2,4,0,2.2,QuillBot,ChatGPT; DALL·E,Interview prep; Assignment writing; Research summarization,In-class test,Not aware,Allowed (limited),0.65,0.15,5,2,3,3,4,0,0.6,-4.7,-1.9,,1.0,Low
R100786,2025-07-07,Panel Discussion Survey,Faculty,USA,Chicago,Private University,Tier 1,Hybrid,Business,Staff,,61,4,2,4,5,7.2,Claude,Gemini,Language improvement,Viva/Oral,Not aware,Allowed with citation,0.56,0.7,3,4,2,4,3,0,,,,5.0,3.7,High
R100787,2025-04-25,Workshop Feedback,Student,India,Kolkata,Private University,Tier 1,On-campus,Business,Undergraduate,1,18,4,2,4,7,7.1,Perplexity,,Language improvement; Exam revision,Take-home assignment,Heard of it,Unclear,0.6,0.26,5,5,4,4,3,0,0.9,-2.2,0.0,,0.0,High
R100788,2025-03-06,Class Survey,Faculty,India,Bengaluru,Private University,Tier 2,Hybrid,Arts/Humanities,Staff,,47,2,2,4,1,0.0,Khanmigo,DALL·E; Perplexity,Research summarization; Career guidance,Project,Read it,Allowed (limited),0.36,0.26,4,1,2,3,4,0,,,,1.0,4.1,Low
R100789,2025-11-16,Panel Discussion Survey,Student,India,Kolkata,EdTech Bootcamp,Tier 3,On-campus,Engineering,Postgraduate,1,21,3,2,4,4,3.4,Grammarly,,Assignment writing; Coding help; Interview prep,In-class test,Not aware,Unclear,0.34,0.39,3,3,5,4,5,0,0.8,3.6,-1.4,,1.1,Medium
R100790,2025-08-22,Class Survey,Student,India,Mumbai,Private University,Tier 3,Hybrid,Arts/Humanities,Undergraduate,2,18,3,2,4,4,6.6,Midjourney,Khanmigo; QuillBot; ChatGPT,Coding help; Quiz practice,Online quiz,Not aware,Unclear,0.83,0.2,3,4,3,5,4,0,2.4,-2.8,0.5,,1.6,Medium
R100791,2025-01-20,Panel Discussion Survey,Student,UK,Manchester,Public University,Tier 1,On-campus,Arts/Humanities,Undergraduate,3,22,3,2,4,6,5.5,ChatGPT,Claude; Khanmigo; Stable Diffusion,Assignment writing; Note-making,Viva/Oral,Not aware,Allowed with citation,0.57,0.38,5,3,4,2,3,0,4.3,-1.2,5.7,,2.4,High
R100792,2025-03-16,Class Survey,Student,USA,Chicago,Private University,Tier 2,Hybrid,Arts/Humanities,Postgraduate,2,27,2,2,4,4,6.6,Notion AI,,Exam revision; Coding help; Note-making,Online quiz,Not aware,Unclear,0.22,0.39,3,3,4,3,4,1,2.1,-3.0,3.4,,3.0,Medium
R100793,2025-07-07,Class Survey,Student,UAE,Sharjah,Private University,Tier 1,On-campus,Business,Postgraduate,1,21,2,2,4,2,3.7,Notion AI,DALL·E; Grammarly; Copilot,Career guidance,Online quiz,Read it,Unclear,0.23,0.55,3,3,3,2,5,0,5.8,-5.7,-5.1,,2.9,Medium
R100794,2025-08-08,Panel Discussion Survey,Student,UAE,Dubai,Public University,Tier 3,On-campus,Education,Undergraduate,2,18,4,2,4,5,8.5,Notion AI,Copilot; ChatGPT; Gemini,Assignment writing; Coding help; Interview prep,Take-home assignment,Read it,Allowed with citation,0.46,0.44,3,3,2,4,3,0,5.1,-4.9,-6.6,,0.0,High
R100795,2025-04-07,Panel Discussion Survey,Student,Singapore,Singapore,Private University,Tier 1,On-campus,Arts/Humanities,Postgraduate,1,28,3,2,4,7,10.5,Notion AI,ChatGPT; Copilot,Language improvement; Coding help,Take-home assignment,Not aware,Not allowed,0.25,0.47,4,2,4,3,3,0,4.4,-2.9,-2.9,,0.0,High
R100796,2025-01-20,Panel Discussion Survey,Student,UK,Birmingham,Private University,Tier 1,Hybrid,Computer Science,High School,9,15,3,2,4,3,4.7,QuillBot,Notion AI; Perplexity; QuillBot,Presentation creation; Note-making,Online quiz,Heard of it,Unclear,0.29,0.18,3,4,2,5,3,0,7.5,-3.6,-1.0,,1.9,Medium
R100797,2025-11-30,Class Survey,Student,UAE,Dubai,Public University,Tier 2,On-campus,Business,Undergraduate,3,23,3,2,4,4,1.9,Midjourney,Copilot; Notion AI,Research summarization; Coding help,In-class test,Not aware,Unclear,0.08,0.23,4,3,2,3,4,0,1.3,-6.7,-2.3,,3.0,Medium
R100798,2025-11-10,Panel Discussion Survey,Student,UAE,Dubai,Community College,Tier 2,Hybrid,Business,High School,12,16,3,2,4,5,7.2,Gemini,Notion AI; QuillBot; Gemini,Coding help; Assignment writing; Language improvement,Online quiz,Not aware,Unclear,0.0,0.11,5,2,4,4,2,0,-7.4,-1.1,1.7,,1.9,Medium
R100799,2025-06-14,Panel Discussion Survey,Student,India,Hyderabad,Private University,Tier 1,On-campus,Sciences,Undergraduate,4,21,3,2,4,3,3.8,ChatGPT,,Coding help,In-class test,Heard of it,Unclear,0.71,0.63,4,3,3,1,4,0,3.6,-1.5,-0.0,,0.0,Medium
R100800,2025-04-01,Panel Discussion Survey,Student,Singapore,Singapore,K-12 School,Tier 2,Hybrid,Business,Undergraduate,1,18,1,2,4,4,4.1,ChatGPT,Gemini; Perplexity,Assignment writing,Take-home assignment,Read it,Unclear,0.12,0.23,5,2,3,3,2,1,0.3,-3.1,2.2,,4.3,Medium
R100801,2025-03-31,Panel Discussion Survey,Student,India,Mumbai,Private University,Tier 1,On-campus,Computer Science,Postgraduate,2,21,3,2,4,3,6.3,ChatGPT,Midjourney; QuillBot; Notion AI,Presentation creation,Project,Not aware,Unclear,0.3,0.49,3,3,3,2,3,0,5.7,-6.6,1.7,,0.4,Medium
R100802,2025-03-02,Workshop Feedback,Faculty,India,Chennai,Public University,Tier 1,Online,Computer Science,Staff,,58,3,2,4,2,2.1,Grammarly,ChatGPT; Grammarly; Notion AI,Coding help; Note-making; Quiz practice,Project,Heard of it,Allowed with citation,0.36,0.54,4,4,2,4,3,0,,,,8.0,11.6,Medium
R100803,2025-01-02,Panel Discussion Survey,Student,Singapore,Singapore,EdTech Bootcamp,Tier 1,On-campus,Computer Science,Undergraduate,4,19,3,2,4,3,2.5,Copilot,ChatGPT; Stable Diffusion,Research summarization,Viva/Oral,Not aware,Allowed with citation,0.48,0.6,5,3,5,4,5,0,-1.7,-0.7,-0.3,,0.0,Medium
R100804,2025-12-21,Class Survey,Student,UK,Birmingham,Private University,Tier 2,On-campus,Engineering,Undergraduate,3,17,4,2,4,6,9.4,Claude,DALL·E; Gemini; Claude,Note-making; Assignment writing; Quiz practice,Take-home assignment,Not aware,Allowed with citation,0.56,0.89,5,4,4,3,4,0,9.8,-3.6,0.2,,3.3,High
R100805,2025-06-18,Panel Discussion Survey,Student,India,Pune,Public University,Tier 3,On-campus,Law,Undergraduate,3,21,1,2,4,1,0.4,DALL·E,,Quiz practice,In-class test,Heard of it,Not allowed,0.4,0.28,4,3,2,3,3,0,-6.2,-3.0,-1.2,,2.7,Low
R100806,2025-03-15,Class Survey,Student,India,Delhi,K-12 School,Tier 2,On-campus,Engineering,High School,11,15,2,2,4,3,2.4,DALL·E,Grammarly; Copilot,Coding help,In-class test,Read it,Allowed (limited),0.38,0.24,3,4,3,3,3,0,5.0,-3.2,-4.0,,0.5,Medium
R100807,2025-02-16,Workshop Feedback,Student,India,Hyderabad,Public University,Tier 3,Hybrid,Law,Postgraduate,1,28,2,2,4,3,1.3,Perplexity,Claude; Copilot,Presentation creation; Coding help; Note-making,Viva/Oral,Not aware,Allowed (limited),0.23,0.5,4,3,4,3,2,0,-0.7,-1.9,0.7,,3.1,Medium
R100808,2025-06-19,Class Survey,Student,USA,Boston,K-12 School,Tier 2,On-campus,Computer Science,Undergraduate,2,22,3,2,4,2,0.8,Copilot,Claude,Interview prep; Research summarization; Exam revision,Online quiz,Read it,Allowed with citation,0.58,0.88,3,4,2,3,2,0,6.9,-2.9,1.2,,1.5,Medium
R100809,2025-01-18,Class Survey,Admin,India,Delhi,K-12 School,Tier 2,Online,Engineering,Staff,,47,4,2,4,4,3.3,Gemini,Perplexity; Claude,Language improvement; Assignment writing,Viva/Oral,Trained on it,Allowed (limited),0.44,0.43,5,3,2,2,5,0,,,,2.0,15.5,Medium
R100810,2025-10-21,Class Survey,Student,Singapore,Singapore,EdTech Bootcamp,Tier 3,Hybrid,Law,Undergraduate,3,23,4,2,4,5,7.2,Copilot,Gemini; QuillBot; Stable Diffusion,Quiz practice; Research summarization,Project,Not aware,Not allowed,0.61,0.39,3,2,3,2,2,0,3.5,-2.1,-2.9,,1.0,High
R100811,2025-02-14,Panel Discussion Survey,Student,Singapore,Singapore,EdTech Bootcamp,Tier 2,On-campus,Education,Undergraduate,4,23,2,2,4,4,2.8,Copilot,ChatGPT,Presentation creation; Quiz practice; Assignment writing,Take-home assignment,Heard of it,Unclear,0.0,0.0,5,3,2,4,5,0,0.1,-0.4,-2.1,,0.1,Medium
R100812,2025-11-28,Panel Discussion Survey,Admin,UAE,Abu Dhabi,Public University,Tier 3,Hybrid,Sciences,Staff,,53,4,2,4,3,0.0,ChatGPT,Stable Diffusion; Claude,Interview prep,In-class test,Read it,Allowed with citation,0.65,0.16,4,4,4,3,3,0,,,,6.0,2.7,Medium
R100813,2025-06-30,Class Survey,Student,USA,Boston,K-12 School,Tier 2,On-campus,Business,Undergraduate,4,18,3,2,4,4,5.4,QuillBot,,Interview prep; Note-making; Quiz practice,In-class test,Heard of it,Unclear,0.19,0.71,5,3,2,4,3,0,2.5,-3.9,-3.5,,1.9,Medium
R100814,2025-05-30,Panel Discussion Survey,Student,India,Hyderabad,Private University,Tier 2,On-campus,Medicine,Undergraduate,2,17,3,2,4,3,2.3,Copilot,Grammarly; Claude; Copilot,Career guidance,Online quiz,Read it,Not allowed,0.09,0.42,5,4,3,2,3,0,4.3,-2.7,-0.1,,0.0,Medium
R100815,2025-03-22,Panel Discussion Survey,Faculty,India,Bengaluru,Community College,Tier 2,On-campus,Education,Staff,,53,3,2,4,4,4.8,Gemini,DALL·E,Research summarization,Viva/Oral,Trained on it,Unclear,0.17,0.25,4,4,3,4,5,0,,,,2.0,5.0,Medium
R100816,2025-08-01,Class Survey,Faculty,UK,Manchester,Community College,Tier 2,On-campus,Computer Science,Staff,,32,3,2,4,4,7.4,Grammarly,Grammarly; ChatGPT,Exam revision,Take-home assignment,Read it,Allowed (limited),0.39,0.45,2,2,4,3,3,0,,,,0.0,1.0,Medium
R100817,2025-05-25,Class Survey,Student,India,Pune,Public University,Tier 2,On-campus,Law,Undergraduate,1,23,2,2,4,2,2.5,Copilot,Gemini; DALL·E,Career guidance; Quiz practice,Project,Read it,Unclear,0.69,0.84,4,5,3,3,4,0,3.9,1.5,-2.7,,2.9,Medium
R100818,2025-04-09,Class Survey,Student,India,Pune,Public University,Tier 3,Online,Business,Postgraduate,1,23,2,2,4,3,6.6,Gemini,Khanmigo,Exam revision,Take-home assignment,Heard of it,Unclear,0.24,0.37,2,2,5,3,3,0,3.3,2.0,-1.6,,4.4,Medium
R100819,2025-07-01,Workshop Feedback,Student,India,Mumbai,Public University,Tier 3,Hybrid,Computer Science,Undergraduate,3,21,3,2,4,3,3.5,Gemini,ChatGPT; Khanmigo; Grammarly,Research summarization,Project,Read it,Not allowed,0.33,0.79,4,2,3,2,4,0,5.6,-1.4,1.5,,2.1,Medium
R100820,2025-01-06,Class Survey,Student,India,Mumbai,Public University,Tier 2,Online,Education,Postgraduate,2,28,3,2,4,5,8.0,ChatGPT,Copilot; QuillBot,Exam revision; Coding help,Take-home assignment,Read it,Unclear,0.49,0.28,3,4,3,4,3,0,6.0,-5.0,-2.9,,0.1,Medium
R100821,2025-01-08,Panel Discussion Survey,Student,India,Hyderabad,Public University,Tier 3,On-campus,Education,Undergraduate,4,22,2,2,4,3,2.5,Perplexity,DALL·E; ChatGPT,Research summarization,Online quiz,Read it,Unclear,0.18,0.63,4,3,4,3,3,0,5.5,-1.3,-3.4,,0.9,Medium
R100822,2025-12-18,Workshop Feedback,Student,UK,Birmingham,EdTech Bootcamp,Tier 3,Online,Sciences,Undergraduate,2,18,3,2,4,7,8.6,Claude,Grammarly; Gemini; ChatGPT,Research summarization; Exam revision,Online quiz,Not aware,Allowed with citation,0.32,0.35,3,3,5,2,4,0,2.7,-0.9,-0.8,,3.2,High
R100823,2025-07-13,Class Survey,Student,Canada,Toronto,Private University,Tier 2,On-campus,Sciences,Undergraduate,3,20,3,2,4,3,1.7,ChatGPT,,Exam revision,In-class test,Not aware,Allowed (limited),0.29,0.31,3,3,3,5,2,0,0.2,3.4,-2.2,,0.2,Medium
R100824,2025-11-04,Class Survey,Faculty,USA,San Francisco,K-12 School,Tier 1,On-campus,Business,Staff,,32,2,2,4,2,0.8,Khanmigo,ChatGPT; Copilot; Stable Diffusion,Career guidance; Research summarization; Assignment writing,Viva/Oral,Trained on it,Allowed with citation,0.68,0.2,4,3,4,3,5,0,,,,3.0,10.7,Medium
R100825,2025-06-04,Class Survey,Student,Canada,Ottawa,K-12 School,Tier 1,Online,Arts/Humanities,Postgraduate,2,25,2,2,4,2,2.0,Khanmigo,,Exam revision,Project,Not aware,Unclear,0.29,0.31,5,2,4,2,3,0,-6.1,-4.9,-1.8,,0.5,Medium
R100826,2025-11-11,Workshop Feedback,Student,India,Hyderabad,K-12 School,Tier 1,On-campus,Sciences,Undergraduate,2,19,4,2,4,4,2.1,Copilot,Perplexity,Coding help; Research summarization,Take-home assignment,Heard of it,Not allowed,0.55,0.71,4,4,2,4,3,0,5.0,-2.9,1.2,,0.7,Medium
R100827,2025-07-12,Panel Discussion Survey,Student,Canada,Ottawa,Private University,Tier 1,On-campus,Business,Undergraduate,4,19,2,2,4,2,2.7,Midjourney,ChatGPT; Grammarly; Copilot,Assignment writing,In-class test,Heard of it,Allowed with citation,0.15,0.28,5,3,3,3,3,0,-1.6,-0.6,-3.9,,0.9,Medium
R100828,2025-08-09,Panel Discussion Survey,Faculty,UAE,Sharjah,K-12 School,Tier 3,Online,Engineering,Staff,,55,4,2,4,5,5.4,Copilot,Copilot,Exam revision; Quiz practice; Assignment writing,In-class test,Trained on it,Allowed (limited),0.26,0.72,3,3,3,4,3,0,,,,2.0,11.9,High
R100829,2025-09-03,Panel Discussion Survey,Student,India,Kolkata,K-12 School,Tier 1,Hybrid,Sciences,High School,10,17,3,2,4,5,6.5,ChatGPT,Grammarly; ChatGPT; Midjourney,Assignment writing; Presentation creation; Interview prep,In-class test,Read it,Unclear,0.47,0.32,4,3,2,3,3,0,3.3,-2.3,-2.8,,1.0,Medium
R100830,2025-03-20,Panel Discussion Survey,Student,Singapore,Singapore,K-12 School,Tier 2,Hybrid,Computer Science,Postgraduate,1,24,3,2,4,4,2.2,Perplexity,Claude; Stable Diffusion,Quiz practice; Exam revision,Take-home assignment,Not aware,Allowed with citation,0.4,0.44,4,3,3,4,3,0,7.7,-6.9,1.9,,0.0,Medium
R100831,2025-09-07,Panel Discussion Survey,Student,India,Mumbai,EdTech Bootcamp,Tier 2,On-campus,Sciences,High School,12,15,3,2,4,3,5.0,Gemini,ChatGPT; QuillBot; Grammarly,Interview prep; Assignment writing; Quiz practice,Take-home assignment,Heard of it,Allowed (limited),0.54,0.35,3,3,3,5,4,0,5.3,-4.7,0.9,,3.0,Medium
R100832,2025-01-15,Workshop Feedback,Student,India,Mumbai,Community College,Tier 2,On-campus,Engineering,High School,11,17,2,2,4,2,5.8,Copilot,ChatGPT,Research summarization; Assignment writing; Note-making,Project,Read it,Unclear,0.12,0.7,5,3,3,2,3,0,-0.6,-1.7,-0.3,,2.9,Medium
R100833,2025-09-01,Panel Discussion Survey,Student,India,Mumbai,Private University,Tier 1,Online,Sciences,Postgraduate,2,25,3,2,4,3,6.6,Stable Diffusion,,Exam revision; Note-making; Language improvement,Viva/Oral,Not aware,Allowed (limited),0.33,0.54,3,4,3,3,2,0,3.2,-3.7,-1.3,,1.5,Medium
R100834,2025-06-19,Panel Discussion Survey,Student,India,Delhi,K-12 School,Tier 2,On-campus,Arts/Humanities,Undergraduate,3,20,2,2,4,2,6.2,Claude,ChatGPT; Copilot,Career guidance,Take-home assignment,Heard of it,Unclear,0.05,0.42,2,3,2,1,4,0,-0.8,-2.1,4.3,,3.1,Medium
R100835,2025-01-18,Panel Discussion Survey,Student,India,Pune,Private University,Tier 2,On-campus,Education,Undergraduate,2,17,3,2,4,2,2.5,ChatGPT,,Assignment writing,Project,Heard of it,Unclear,0.26,0.4,3,2,5,3,4,0,9.8,2.9,0.1,,2.3,Medium
R100836,2025-03-19,Workshop Feedback,Student,UAE,Abu Dhabi,K-12 School,Tier 2,On-campus,Law,Undergraduate,2,23,3,2,4,5,5.3,ChatGPT,,Coding help,Take-home assignment,Not aware,Unclear,0.09,0.35,3,3,3,3,1,0,5.9,-1.4,-1.3,,2.4,Medium
R100837,2025-11-17,Class Survey,Admin,Australia,Sydney,Public University,Tier 1,Online,Computer Science,Staff,,49,3,2,4,5,7.0,Midjourney,,Research summarization,Online quiz,Read it,Allowed with citation,0.3,0.27,4,5,4,4,2,0,,,,4.0,5.5,Medium
R100838,2025-06-09,Panel Discussion Survey,Student,India,Mumbai,Public University,Tier 2,Hybrid,Arts/Humanities,Undergraduate,1,18,4,2,4,3,3.1,ChatGPT,Notion AI; QuillBot,Assignment writing,Take-home assignment,Not aware,Allowed with citation,0.66,0.77,3,5,4,3,5,0,10.6,3.4,-1.5,,2.3,Medium
R100839,2025-10-13,Panel Discussion Survey,Student,UAE,Dubai,Private University,Tier 1,Hybrid,Sciences,Undergraduate,3,22,2,2,4,3,0.1,DALL·E,DALL·E; ChatGPT,Exam revision,In-class test,Read it,Allowed with citation,0.13,0.08,4,3,4,3,3,1,-1.9,1.8,-2.4,,0.0,Medium
R100840,2025-09-19,Panel Discussion Survey,Student,India,Bengaluru,Public University,Tier 2,Online,Sciences,Undergraduate,1,20,2,2,4,3,5.2,ChatGPT,,Exam revision; Assignment writing; Career guidance,In-class test,Not aware,Allowed (limited),0.12,0.3,4,4,2,3,3,0,1.7,-3.2,-6.4,,0.7,Medium
R100841,2025-11-07,Workshop Feedback,Faculty,Canada,Vancouver,EdTech Bootcamp,Tier 2,On-campus,Sciences,Staff,,55,2,2,4,2,1.9,QuillBot,,Note-making,Project,Read it,Allowed with citation,0.25,0.53,4,3,3,3,3,0,,,,6.0,9.8,Medium
R100842,2025-09-15,Panel Discussion Survey,Student,India,Bengaluru,Public University,Tier 2,Online,Arts/Humanities,High School,12,16,4,2,4,4,1.9,Gemini,Claude,Assignment writing; Coding help,In-class test,Heard of it,Unclear,0.39,0.23,5,3,3,4,2,0,-2.7,1.6,-1.8,,0.0,Medium
R100843,2025-02-22,Workshop Feedback,Student,India,Kolkata,K-12 School,Tier 3,On-campus,Arts/Humanities,Undergraduate,3,17,4,2,4,6,6.2,Gemini,,Coding help; Assignment writing; Language improvement,Project,Not aware,Unclear,0.56,0.56,4,4,3,3,1,1,1.1,1.6,-5.9,,3.1,High
R100844,2025-08-02,Panel Discussion Survey,Student,UAE,Dubai,Public University,Tier 1,On-campus,Arts/Humanities,Doctorate,1,37,1,2,4,2,2.0,ChatGPT,,Exam revision; Interview prep,Take-home assignment,Heard of it,Unclear,0.0,0.13,3,1,3,3,2,0,5.1,-3.2,0.9,,1.8,Low
R100845,2025-07-24,Panel Discussion Survey,Faculty,UK,Edinburgh,EdTech Bootcamp,Tier 3,On-campus,Arts/Humanities,Staff,,40,2,2,4,3,3.6,ChatGPT,ChatGPT; Grammarly,Assignment writing; Quiz practice,Online quiz,Heard of it,Unclear,0.0,0.37,4,4,3,3,3,0,,,,5.0,3.0,Medium
R100846,2025-12-20,Class Survey,Student,Canada,Vancouver,Private University,Tier 3,Online,Arts/Humanities,Undergraduate,2,18,3,2,4,3,3.6,ChatGPT,Gemini; ChatGPT; QuillBot,Coding help,Take-home assignment,Not aware,Allowed (limited),0.36,0.42,4,3,2,4,3,0,9.0,-0.5,-0.3,,0.0,Medium
R100847,2025-11-27,Panel Discussion Survey,Student,USA,Chicago,Public University,Tier 2,Online,Computer Science,Doctorate,5,37,3,2,4,2,5.1,ChatGPT,QuillBot; ChatGPT; Notion AI,Assignment writing; Exam revision; Quiz practice,Take-home assignment,Heard of it,Allowed (limited),0.65,0.04,2,2,3,4,2,0,0.0,-4.1,-1.5,,0.0,Medium
R100848,2025-07-16,Class Survey,Student,Canada,Ottawa,Public University,Tier 2,Hybrid,Computer Science,High School,11,16,3,2,4,4,2.2,Notion AI,,Note-making; Coding help; Career guidance,In-class test,Heard of it,Allowed with citation,0.32,0.56,3,4,3,3,2,0,6.6,0.6,0.8,,0.0,Medium
R100849,2025-11-27,Workshop Feedback,Admin,India,Kolkata,Private University,Tier 1,On-campus,Arts/Humanities,Staff,,31,3,2,4,2,2.1,Notion AI,,Exam revision; Presentation creation; Interview prep,Take-home assignment,Read it,Unclear,0.42,0.27,3,5,4,3,3,0,,,,12.0,2.0,Medium
R100850,2025-11-30,Class Survey,Student,India,Delhi,EdTech Bootcamp,Tier 3,On-campus,Business,Undergraduate,1,18,3,2,4,5,4.2,Gemini,QuillBot,Language improvement; Interview prep; Assignment writing,Project,Not aware,Allowed (limited),0.34,0.35,3,3,2,3,4,0,1.5,-1.3,-5.1,,0.0,Medium
R100851,2025-05-06,Panel Discussion Survey,Student,India,Chennai,EdTech Bootcamp,Tier 2,On-campus,Business,High School,10,16,2,2,4,0,2.5,Grammarly,Gemini; Grammarly,Quiz practice; Exam revision; Coding help,Online quiz,Heard of it,Allowed (limited),0.41,0.38,3,3,3,2,2,0,7.5,-2.4,-2.3,,2.6,Low
R100852,2025-04-22,Panel Discussion Survey,Faculty,India,Delhi,Private University,Tier 1,On-campus,Business,Staff,,46,3,2,4,3,2.5,QuillBot,Midjourney; Perplexity,Assignment writing; Language improvement,Online quiz,Not aware,Unclear,0.3,0.52,4,4,2,3,3,0,,,,4.0,0.0,Medium
R100853,2025-10-29,Panel Discussion Survey,Faculty,India,Chennai,Private University,Tier 2,On-campus,Law,Staff,,53,2,2,4,1,0.5,Stable Diffusion,Khanmigo; QuillBot,Assignment writing; Quiz practice,Take-home assignment,Heard of it,Allowed with citation,0.27,0.45,3,4,4,4,5,0,,,,6.0,8.3,Low
R100854,2025-08-17,Class Survey,Student,UAE,Abu Dhabi,Public University,Tier 1,Hybrid,Sciences,Undergraduate,4,22,3,2,4,4,6.9,Copilot,ChatGPT; Gemini; Notion AI,Interview prep; Quiz practice; Assignment writing,Take-home assignment,Not aware,Allowed (limited),0.64,0.59,4,2,3,4,2,0,7.4,-0.2,0.1,,2.2,Medium
R100855,2025-06-08,Panel Discussion Survey,Student,India,Bengaluru,Private University,Tier 2,Hybrid,Arts/Humanities,Postgraduate,1,21,1,2,4,2,5.0,Claude,ChatGPT; Gemini,Exam revision; Career guidance; Coding help,Online quiz,Not aware,Allowed (limited),0.42,0.0,4,3,4,3,5,0,4.6,1.8,0.8,,1.2,Low
R100856,2025-11-20,Workshop Feedback,Student,UAE,Dubai,Community College,Tier 2,Online,Sciences,Undergraduate,1,23,3,2,4,4,7.7,Stable Diffusion,Grammarly; Midjourney,Exam revision,Take-home assignment,Heard of it,Allowed (limited),0.23,0.54,1,3,3,2,4,0,-2.2,-2.6,0.2,,1.5,Medium
R100857,2025-01-21,Class Survey,Faculty,UAE,Dubai,Public University,Tier 1,Hybrid,Sciences,Staff,,45,3,2,4,4,1.5,DALL·E,Stable Diffusion; Grammarly; Perplexity,Assignment writing; Coding help,Take-home assignment,Trained on it,Unclear,0.28,0.45,2,1,3,4,3,1,,,,1.0,15.1,Medium
R100858,2025-08-01,Panel Discussion Survey,Student,UK,Manchester,Community College,Tier 3,On-campus,Business,Undergraduate,2,18,4,2,4,6,8.2,DALL·E,,Research summarization; Quiz practice,Take-home assignment,Not aware,Unclear,0.31,0.43,2,4,4,5,3,0,3.4,-2.2,1.0,,3.4,High
R100859,2025-12-12,Panel Discussion Survey,Student,USA,San Francisco,K-12 School,Tier 2,Hybrid,Computer Science,High School,12,14,3,2,4,4,5.3,Notion AI,QuillBot,Assignment writing; Coding help,Viva/Oral,Read it,Unclear,0.15,0.5,3,2,2,4,4,0,-1.5,-0.9,0.1,,0.0,Medium
R100860,2025-10-26,Panel Discussion Survey,Student,India,Bengaluru,Public University,Tier 2,On-campus,Business,Undergraduate,1,22,3,2,4,6,7.1,Notion AI,Khanmigo; Copilot,Interview prep; Note-making,In-class test,Not aware,Unclear,0.25,0.62,3,3,3,3,2,0,0.6,-3.6,-0.2,,2.4,High
R100861,2025-04-13,Panel Discussion Survey,Student,India,Hyderabad,Public University,Tier 2,Hybrid,Computer Science,Undergraduate,1,21,3,2,4,6,7.3,DALL·E,QuillBot; Copilot; Claude,Presentation creation; Language improvement; Exam revision,Take-home assignment,Not aware,Allowed with citation,0.33,0.29,4,5,4,2,3,0,8.0,1.7,2.0,,0.0,High
